Date,Rate,High (est),Low (est)
2015-04-01,300.22442626953,299.85858154297,297.88635253906
2015-04-02,298.97036743164,299.0,299.4250793457
2015-04-03,299.59234619141,299.62075805664,298.70602416992
2015-04-05,298.79205322266,299.07867431641,298.45608520508
2015-04-06,298.79205322266,299.07867431641,298.45608520508
2015-04-07,298.86822509766,299.23434448242,298.67327880859
2015-04-08,298.30276489258,297.28848266602,296.6979675293
2015-04-09,296.38906860352,298.62454223633,296.4026184082
2015-04-10,298.22146606445,297.59817504883,297.70419311523
2015-04-12,296.38946533203,297.17727661133,296.43063354492
2015-04-13,296.38946533203,297.17727661133,296.43063354492
2015-04-14,296.66632080078,296.59527587891,296.30279541016
2015-04-15,296.47473144531,299.54254150391,296.80334472656
2015-04-16,299.74591064453,300.29620361328,299.85650634766
2015-04-17,301.68859863281,301.37710571289,300.83889770508
2015-04-19,300.87023925781,300.3642578125,299.93615722656
2015-04-20,300.87023925781,300.3642578125,299.93615722656
2015-04-21,297.96331787109,297.7783203125,298.26812744141
2015-04-22,298.61968994141,301.60284423828,299.05197143555
2015-04-23,300.4033203125,301.48553466797,300.12936401367
2015-04-24,300.00863647461,302.45095825195,300.26153564453
2015-04-26,302.87701416016,303.26416015625,299.95016479492
2015-04-27,302.87701416016,303.26416015625,299.95016479492
2015-04-28,300.11206054688,301.28451538086,301.30737304688
2015-04-29,300.81719970703,301.37258911133,302.03125
2015-04-30,301.98391723633,302.73568725586,302.99896240234
2015-05-01,303.39016723633,304.30383300781,303.88150024414
2015-05-03,303.2841796875,303.33709716797,303.20230102539
2015-05-04,303.2841796875,303.33709716797,303.20230102539
2015-05-05,303.46737670898,302.77032470703,302.74389648438
2015-05-06,303.45434570312,303.88659667969,305.12426757812
2015-05-07,305.28967285156,304.02374267578,306.25903320312
2015-05-08,303.25820922852,303.51025390625,303.08709716797
2015-05-10,302.37313842773,304.85214233398,302.34924316406
2015-05-11,302.37313842773,304.85214233398,302.34924316406
2015-05-12,304.7497253418,305.62704467773,306.16110229492
2015-05-13,306.62399291992,306.73931884766,307.65447998047
2015-05-14,307.72286987305,307.77172851562,306.79669189453
2015-05-15,306.23510742188,306.83807373047,306.66931152344
2015-05-17,306.3908996582,309.0615234375,306.22567749023
2015-05-18,306.3908996582,309.0615234375,306.22567749023
2015-05-19,308.90008544922,305.73846435547,308.26470947266
2015-05-20,305.57333374023,306.85299682617,305.69470214844
2015-05-21,306.92465209961,306.87878417969,306.60717773438
2015-05-22,307.53936767578,307.88442993164,307.42291259766
2015-05-24,307.42578125,308.01773071289,307.32220458984
2015-05-25,307.42578125,308.01773071289,307.32220458984
2015-05-26,307.90579223633,309.4104309082,307.69744873047
2015-05-27,308.89508056641,309.29260253906,308.451171875
2015-05-28,309.08081054688,308.7575378418,308.69146728516
2015-05-29,309.00833129883,309.26089477539,309.0046081543
2015-05-31,308.86605834961,309.60528564453,308.92224121094
2015-06-01,308.86605834961,309.60528564453,308.92224121094
2015-06-02,308.30694580078,308.49530029297,309.52978515625
2015-06-03,311.95504760742,311.29724121094,312.21667480469
2015-06-04,312.20462036133,312.39764404297,312.95504760742
2015-06-05,310.83352661133,312.14703369141,311.55917358398
2015-06-07,311.71243286133,312.96640014648,313.93051147461
2015-06-08,311.71243286133,312.96640014648,313.93051147461
2015-06-09,313.84625244141,312.60711669922,313.58450317383
2015-06-10,312.92050170898,312.26739501953,313.13024902344
2015-06-11,312.29046630859,312.05670166016,312.17523193359
2015-06-12,310.75274658203,311.61312866211,311.39007568359
2015-06-14,312.65386962891,313.16732788086,312.25476074219
2015-06-15,312.65386962891,313.16732788086,312.25476074219
2015-06-16,312.31112670898,312.28463745117,313.09136962891
2015-06-17,311.32522583008,311.97668457031,311.33636474609
2015-06-18,311.2119140625,311.41268920898,310.96337890625
2015-06-19,312.46914672852,312.88082885742,312.42883300781
2015-06-21,313.0891418457,311.77633666992,310.89974975586
2015-06-22,313.0891418457,311.77633666992,310.89974975586
2015-06-23,310.91213989258,310.78875732422,310.58038330078
2015-06-24,309.5075378418,310.80453491211,309.61584472656
2015-06-25,311.06463623047,312.79830932617,310.80657958984
2015-06-26,312.15859985352,312.28646850586,312.39495849609
2015-06-28,314.02606201172,314.24493408203,315.25177001953
2015-06-29,314.02606201172,314.24493408203,315.25177001953
2015-06-30,315.85690307617,315.29257202148,314.74249267578
2015-07-01,314.45434570312,314.00537109375,313.56817626953
2015-07-02,313.48971557617,314.47836303711,313.61471557617
2015-07-03,314.77450561523,315.30288696289,314.1921081543
2015-07-05,316.03628540039,316.21099853516,315.18667602539
2015-07-06,316.03628540039,316.21099853516,315.18667602539
2015-07-07,316.02658081055,317.08731079102,316.01751708984
2015-07-08,317.06539916992,317.10125732422,317.68704223633
2015-07-09,317.8376159668,316.9514465332,316.27478027344
2015-07-10,315.05236816406,315.02426147461,310.68167114258
2015-07-12,312.29202270508,310.50628662109,311.12515258789
2015-07-13,312.29202270508,310.50628662109,311.12515258789
2015-07-14,310.07827758789,311.31552124023,310.68109130859
2015-07-15,310.60620117188,310.05035400391,310.8864440918
2015-07-16,309.51760864258,308.9934387207,308.91046142578
2015-07-17,309.34783935547,309.20635986328,308.91674804688
2015-07-19,308.83422851562,309.51107788086,309.12139892578
2015-07-20,308.83422851562,309.51107788086,309.12139892578
2015-07-21,309.77893066406,309.84237670898,307.74996948242
2015-07-22,308.12622070312,307.96115112305,308.07052612305
2015-07-23,307.86856079102,309.27227783203,308.94787597656
2015-07-24,310.16372680664,311.17736816406,310.24938964844
2015-07-26,311.30154418945,311.43719482422,309.3893737793
2015-07-27,311.30154418945,311.43719482422,309.3893737793
2015-07-28,310.12521362305,309.88851928711,310.20626831055
2015-07-29,309.05639648438,309.26330566406,308.97741699219
2015-07-30,309.19586181641,309.14987182617,307.63214111328
2015-07-31,308.6201171875,309.26107788086,308.04406738281
2015-08-02,307.1057434082,308.01547241211,307.26324462891
2015-08-03,307.1057434082,308.01547241211,307.26324462891
2015-08-04,307.36026000977,308.72491455078,307.93954467773
2015-08-05,309.90353393555,309.97152709961,308.79443359375
2015-08-06,309.2174987793,310.46664428711,309.05889892578
2015-08-07,311.01556396484,310.92196655273,310.33474731445
2015-08-09,310.46286010742,310.97317504883,310.70928955078
2015-08-10,310.46286010742,310.97317504883,310.70928955078
2015-08-11,311.28799438477,311.26602172852,312.46820068359
2015-08-12,311.42739868164,311.54718017578,311.35144042969
2015-08-13,311.0705871582,310.58203125,310.99325561523
2015-08-14,309.67993164062,310.60534667969,310.24276733398
2015-08-16,310.07241821289,310.69027709961,309.22814941406
2015-08-17,310.07241821289,310.69027709961,309.22814941406
2015-08-18,309.11276245117,308.80151367188,309.0439453125
2015-08-19,309.16110229492,309.80331420898,309.23175048828
2015-08-20,309.81945800781,312.46139526367,311.73519897461
2015-08-21,311.91677856445,312.63717651367,313.99298095703
2015-08-23,313.52835083008,314.22982788086,315.58312988281
2015-08-24,313.52835083008,314.22982788086,315.58312988281
2015-08-25,313.05178833008,314.62655639648,311.70138549805
2015-08-26,313.81610107422,316.20962524414,313.80255126953
2015-08-27,316.02124023438,314.51016235352,315.11840820312
2015-08-28,314.52447509766,313.54693603516,314.98248291016
2015-08-30,313.65533447266,314.20281982422,313.65515136719
2015-08-31,313.65533447266,314.20281982422,313.65515136719
2015-09-01,313.47326660156,314.57385253906,314.11676025391
2015-09-02,314.19815063477,314.57012939453,314.2190246582
2015-09-03,313.37289428711,312.19378662109,313.68930053711
2015-09-04,312.50775146484,313.70880126953,313.21670532227
2015-09-06,313.60653686523,313.88046264648,313.80822753906
2015-09-07,313.60653686523,313.88046264648,313.80822753906
2015-09-08,314.07553100586,314.22778320312,314.1962890625
2015-09-09,313.31323242188,314.4206237793,313.08847045898
2015-09-10,314.85397338867,314.63027954102,315.46881103516
2015-09-11,315.30819702148,315.07568359375,313.40090942383
2015-09-13,312.82672119141,313.21789550781,313.27182006836
2015-09-14,312.82672119141,313.21789550781,313.27182006836
2015-09-15,313.13153076172,312.67797851562,312.36901855469
2015-09-16,311.96389770508,311.68612670898,311.31793212891
2015-09-17,311.67144775391,312.16839599609,310.89752197266
2015-09-18,309.77517700195,310.48046875,309.66076660156
2015-09-20,310.8459777832,310.37689208984,310.14724731445
2015-09-21,310.8459777832,310.37689208984,310.14724731445
2015-09-22,311.05401611328,311.31674194336,311.23300170898
2015-09-23,311.05401611328,311.31674194336,311.23300170898
2015-09-24,311.86804199219,312.92437744141,314.09945678711
2015-09-25,314.02844238281,315.38171386719,314.57009887695
2015-09-27,314.12649536133,315.21636962891,314.76928710938
2015-09-28,314.12649536133,315.21636962891,314.76928710938
2015-09-29,314.43524169922,314.20889282227,314.66516113281
2015-09-30,313.54202270508,313.30548095703,313.46713256836
2015-10-01,313.55172729492,313.1383972168,312.41137695312
2015-10-02,312.58032226562,312.98760986328,312.56259155273
2015-10-04,312.09823608398,312.09045410156,311.76651000977
2015-10-05,312.09823608398,312.09045410156,311.76651000977
2015-10-06,311.9990234375,312.69937133789,312.40179443359
2015-10-07,311.0764465332,311.81967163086,311.38357543945
2015-10-08,312.28533935547,312.36935424805,311.96325683594
2015-10-09,311.48782348633,311.30157470703,311.28253173828
2015-10-11,311.09594726562,311.13598632812,310.40606689453
2015-10-12,311.09594726562,311.13598632812,310.40606689453
2015-10-13,309.70327758789,311.00546264648,310.62362670898
2015-10-14,311.2119140625,311.38284301758,310.04556274414
2015-10-15,309.53155517578,308.88619995117,309.47329711914
2015-10-16,309.32757568359,309.67327880859,309.17828369141
2015-10-18,309.23199462891,310.35824584961,309.24111938477
2015-10-19,309.23199462891,310.35824584961,309.24111938477
2015-10-20,309.78372192383,310.29629516602,310.32400512695
2015-10-21,310.29461669922,311.93551635742,310.46923828125
2015-10-22,311.54888916016,310.91513061523,311.44284057617
2015-10-23,310.06369018555,312.05490112305,309.13891601562
2015-10-25,311.31460571289,311.3125,310.58694458008
2015-10-26,311.31460571289,311.3125,310.58694458008
2015-10-27,311.38244628906,312.32690429688,311.69058227539
2015-10-28,311.4762878418,311.55966186523,312.02096557617
2015-10-29,311.10382080078,311.30603027344,310.60278320312
2015-10-30,309.97689819336,310.17352294922,310.32608032227
2015-11-01,310.05017089844,311.91952514648,310.87451171875
2015-11-02,310.05017089844,311.91952514648,310.87451171875
2015-11-03,312.5637512207,313.85275268555,312.75717163086
2015-11-04,312.8037109375,314.56051635742,312.88723754883
2015-11-05,314.10775756836,314.1911315918,313.96585083008
2015-11-06,313.41345214844,314.83782958984,313.44445800781
2015-11-08,314.08117675781,314.5466003418,314.50479125977
2015-11-09,314.08117675781,314.5466003418,314.50479125977
2015-11-10,313.29016113281,312.60089111328,313.28231811523
2015-11-11,312.42767333984,311.85882568359,311.70483398438
2015-11-12,311.53576660156,312.13641357422,311.90826416016
2015-11-13,312.52487182617,311.76568603516,312.27810668945
2015-11-15,311.37088012695,311.60205078125,311.4697265625
2015-11-16,311.37088012695,311.60205078125,311.4697265625
2015-11-17,311.55795288086,311.91513061523,311.564453125
2015-11-18,310.95462036133,310.79708862305,311.05157470703
2015-11-19,310.18447875977,310.48532104492,310.17938232422
2015-11-20,310.08367919922,310.43557739258,309.59603881836
2015-11-22,310.49627685547,310.96881103516,310.79516601562
2015-11-23,310.49627685547,310.96881103516,310.79516601562
2015-11-24,311.72857666016,311.87850952148,312.05694580078
2015-11-25,311.64544677734,312.18981933594,312.20993041992
2015-11-26,312.04339599609,312.34561157227,311.9797668457
2015-11-27,311.73806762695,312.37197875977,311.92861938477
2015-11-29,311.36297607422,311.46588134766,311.14700317383
2015-11-30,311.36297607422,311.46588134766,311.14700317383
2015-12-01,310.72412109375,310.72555541992,310.79428100586
2015-12-02,312.33981323242,311.13342285156,312.18814086914
2015-12-03,310.01126098633,309.97894287109,312.71914672852
2015-12-04,312.60900878906,313.01007080078,312.95944213867
2015-12-06,312.20419311523,311.72222900391,311.71340942383
2015-12-07,312.20419311523,311.72222900391,311.71340942383
2015-12-08,312.90219116211,313.20889282227,313.37506103516
2015-12-09,313.6217956543,313.92892456055,315.11737060547
2015-12-10,315.75567626953,317.26916503906,315.79272460938
2015-12-11,317.3932800293,317.47717285156,317.28686523438
2015-12-13,316.60110473633,316.59896850586,316.83697509766
2015-12-14,316.60110473633,316.59896850586,316.83697509766
2015-12-15,317.03253173828,316.14065551758,317.52868652344
2015-12-16,315.55462646484,316.75616455078,315.79870605469
2015-12-17,315.62997436523,315.880859375,315.63223266602
2015-12-18,316.74221801758,316.03219604492,313.56695556641
2015-12-20,313.84176635742,314.27178955078,313.91397094727
2015-12-21,313.84176635742,314.27178955078,313.91397094727
2015-12-22,313.26800537109,313.59527587891,313.70309448242
2015-12-23,313.82879638672,314.66201782227,313.6071472168
2015-12-24,314.45462036133,315.19110107422,315.04666137695
2015-12-25,316.37484741211,316.0373840332,315.43417358398
2015-12-27,315.58377075195,316.43646240234,313.99603271484
2015-12-28,315.58377075195,316.43646240234,313.99603271484
2015-12-29,313.63125610352,313.72482299805,313.86297607422
2015-12-30,312.89395141602,313.57751464844,312.7834777832
2015-12-31,313.15795898438,315.94738769531,312.96160888672
2016-01-01,315.88571166992,315.88571166992,316.11569213867
2016-01-03,314.99261474609,315.18933105469,315.88284301758
2016-01-04,314.99261474609,315.18933105469,315.88284301758
2016-01-05,314.19815063477,314.26989746094,314.15188598633
2016-01-06,313.37548828125,314.82681274414,313.31527709961
2016-01-07,314.60552978516,314.94570922852,314.16400146484
2016-01-08,314.28244018555,315.13662719727,314.25137329102
2016-01-10,316.216796875,317.53717041016,315.95700073242
2016-01-11,316.216796875,317.53717041016,315.95700073242
2016-01-12,317.51724243164,318.05990600586,317.48040771484
2016-01-13,316.31372070312,315.97601318359,315.88629150391
2016-01-14,315.4755859375,315.34292602539,316.38931274414
2016-01-15,314.6389465332,315.04559326172,314.21478271484
2016-01-17,315.12966918945,315.43975830078,315.13833618164
2016-01-18,315.12966918945,315.43975830078,315.13833618164
2016-01-19,315.36636352539,315.23034667969,314.82998657227
2016-01-20,315.10137939453,315.60076904297,315.53463745117
2016-01-21,314.57302856445,313.84234619141,313.57614135742
2016-01-22,314.14233398438,313.28659057617,312.60079956055
2016-01-24,311.38647460938,311.99209594727,312.21960449219
2016-01-25,311.38647460938,311.99209594727,312.21960449219
2016-01-26,311.96005249023,312.52502441406,312.43542480469
2016-01-27,311.86779785156,313.47189331055,313.06536865234
2016-01-28,313.91311645508,314.13980102539,313.8708190918
2016-01-29,313.09375,311.47116088867,312.58486938477
2016-01-31,310.83673095703,310.91180419922,310.52288818359
2016-02-01,310.83673095703,310.91180419922,310.52288818359
2016-02-02,310.27502441406,311.21994018555,310.8239440918
2016-02-03,311.94543457031,311.74816894531,311.74270629883
2016-02-04,311.07214355469,311.12326049805,310.73748779297
2016-02-05,310.44174194336,309.59460449219,309.48626708984
2016-02-07,309.19354248047,310.75003051758,309.88806152344
2016-02-08,309.19354248047,310.75003051758,309.88806152344
2016-02-09,310.75341796875,310.86169433594,311.70059204102
2016-02-10,311.61175537109,311.37738037109,311.20156860352
2016-02-11,311.31478881836,311.89086914062,311.63903808594
2016-02-12,310.79284667969,310.1018371582,310.5641784668
2016-02-14,309.68801879883,309.42385864258,309.62210083008
2016-02-15,309.68801879883,309.42385864258,309.62210083008
2016-02-16,309.34594726562,311.2614440918,309.49584960938
2016-02-17,310.91741943359,310.40530395508,310.53582763672
2016-02-18,309.85162353516,310.18609619141,309.85610961914
2016-02-19,310.08209228516,309.20657348633,310.01458740234
2016-02-21,308.44418334961,307.35916137695,308.40600585938
2016-02-22,308.44418334961,307.35916137695,308.40600585938
2016-02-23,307.07119750977,307.50872802734,307.03546142578
2016-02-24,307.60205078125,310.74295043945,307.98843383789
2016-02-25,309.64270019531,310.79425048828,310.08520507812
2016-02-26,311.34252929688,311.33309936523,311.12579345703
2016-02-28,311.15225219727,310.87017822266,311.37243652344
2016-02-29,311.15225219727,310.87017822266,311.37243652344
2016-03-01,309.88500976562,310.11544799805,309.09017944336
2016-03-02,309.59042358398,310.64996337891,309.47061157227
2016-03-03,310.30596923828,310.46514892578,309.04223632812
2016-03-04,309.65475463867,308.88195800781,308.5901184082
2016-03-06,307.95742797852,310.10385131836,307.98422241211
2016-03-07,307.95742797852,310.10385131836,307.98422241211
2016-03-08,309.8791809082,311.16613769531,309.96762084961
2016-03-09,309.92013549805,310.16738891602,309.15692138672
2016-03-10,308.99670410156,309.59979248047,311.24136352539
2016-03-11,311.02752685547,310.88537597656,311.14498901367
2016-03-13,309.92047119141,309.95223999023,309.76696777344
2016-03-14,309.92047119141,309.95223999023,309.76696777344
2016-03-15,309.77416992188,310.5260925293,310.03713989258
2016-03-16,310.57131958008,311.82995605469,310.30767822266
2016-03-17,311.38388061523,311.2785949707,310.44107055664
2016-03-18,310.24505615234,310.43606567383,310.23571777344
2016-03-20,309.79470825195,310.76107788086,309.74102783203
2016-03-21,309.79470825195,310.76107788086,309.74102783203
2016-03-22,310.61462402344,312.05819702148,310.42568969727
2016-03-23,311.43057250977,313.56915283203,311.36999511719
2016-03-24,313.08853149414,314.19128417969,313.07382202148
2016-03-25,313.55340576172,313.58108520508,313.22470092773
2016-03-26,313.76440429688,313.76440429688,313.76440429688
2016-03-27,313.42767333984,313.66754150391,313.30798339844
2016-03-28,313.42767333984,313.66754150391,313.30798339844
2016-03-29,313.26626586914,313.88931274414,313.74447631836
2016-03-30,313.12359619141,314.16296386719,313.85809326172
2016-03-31,313.66928100586,313.34042358398,313.34045410156
2016-04-01,313.66928100586,313.34042358398,313.34045410156
2016-04-03,313.38214111328,313.22918701172,312.33068847656
2016-04-04,312.31719970703,312.73461914062,312.21127319336
2016-04-05,312.99938964844,312.46911621094,312.14086914062
2016-04-06,312.01058959961,311.94079589844,311.66949462891
2016-04-07,312.01058959961,311.94079589844,311.66949462891
2016-04-08,312.02001953125,312.55639648438,312.15417480469
2016-04-10,312.2434387207,312.19674682617,311.83862304688
2016-04-11,312.2434387207,312.19674682617,311.83862304688
2016-04-12,311.60922241211,311.56649780273,311.93542480469
2016-04-13,311.02026367188,310.94802856445,311.14398193359
2016-04-14,311.29135131836,311.6106262207,311.07696533203
2016-04-15,311.19705200195,311.98614501953,310.26293945312
2016-04-17,310.85247802734,311.06188964844,310.41735839844
2016-04-18,310.96520996094,311.26892089844,310.54962158203
2016-04-19,310.02676391602,311.10623168945,309.66622924805
2016-04-20,309.3639831543,309.29678344727,308.87591552734
2016-04-21,309.82174682617,310.58169555664,310.4216003418
2016-04-22,310.42510986328,310.7864074707,309.74221801758
2016-04-25,311.67901611328,311.32861328125,311.10614013672
2016-04-26,311.60134887695,312.31719970703,311.36828613281
2016-04-27,311.62759399414,312.05459594727,311.39901733398
2016-04-28,311.62133789062,311.53424072266,310.63845825195
2016-04-29,311.7991027832,311.77554321289,311.48428344727
2016-05-02,311.1484375,312.14334106445,311.00479125977
2016-05-03,312.43981933594,312.42361450195,311.17611694336
2016-05-04,313.14483642578,312.82131958008,312.4753112793
2016-05-05,312.69879150391,312.69638061523,312.54693603516
2016-05-06,314.41638183594,314.13552856445,313.55563354492
2016-05-09,315.69610595703,315.8098449707,313.51895141602
2016-05-10,314.75912475586,315.67163085938,314.17163085938
2016-05-11,315.82217407227,314.79623413086,315.1884765625
2016-05-12,315.68829345703,315.94891357422,315.47604370117
2016-05-13,315.47619628906,316.07632446289,315.29672241211
2016-05-16,315.42822265625,315.83471679688,314.76257324219
2016-05-17,315.14102172852,315.20977783203,314.79476928711
2016-05-18,316.57318115234,316.74710083008,314.97518920898
2016-05-19,316.50421142578,316.51733398438,316.02062988281
2016-05-20,314.97625732422,316.70120239258,315.49435424805
2016-05-23,317.41305541992,317.64108276367,314.77600097656
2016-05-24,315.44927978516,315.70959472656,316.83139038086
2016-05-25,314.21432495117,315.36904907227,313.9573059082
2016-05-26,313.97766113281,314.2594909668,313.97232055664
2016-05-27,313.96838378906,314.54934692383,313.80999755859
2016-05-30,314.02578735352,314.06228637695,313.85815429688
2016-05-31,313.82220458984,314.23590087891,313.8942565918
2016-06-01,313.90710449219,313.70376586914,313.5803527832
2016-06-02,312.64059448242,312.8655090332,313.09451293945
2016-06-03,312.42291259766,312.60708618164,312.34133911133
2016-06-06,310.9997253418,312.27026367188,310.93893432617
2016-06-07,310.54913330078,310.75897216797,310.75024414062
2016-06-08,310.59201049805,310.8918762207,310.1887512207
2016-06-09,311.08004760742,311.51596069336,310.51165771484
2016-06-10,312.43087768555,312.28982543945,311.05581665039
2016-06-13,312.96392822266,312.15881347656,311.82534790039
2016-06-14,314.19107055664,314.5368347168,312.58935546875
2016-06-15,314.41519165039,314.1872253418,314.26983642578
2016-06-16,314.26553344727,315.73638916016,314.4475402832
2016-06-17,314.04788208008,314.63668823242,314.11434936523
2016-06-20,313.22686767578,314.17321777344,313.14962768555
2016-06-21,315.04641723633,314.75924682617,312.71926879883
2016-06-22,314.66952514648,314.7033996582,314.39950561523
2016-06-23,311.40155029297,314.53286743164,312.27825927734
2016-06-24,317.98028564453,319.78939819336,311.40155029297
2016-06-27,317.8742980957,318.54071044922,317.98028564453
2016-06-28,316.76947021484,319.14831542969,316.69125366211
2016-06-29,316.73364257812,317.494140625,316.60583496094
2016-06-30,316.36404418945,316.21441650391,316.54754638672
2016-07-01,316.36404418945,316.21441650391,316.54754638672
2016-07-04,316.55706787109,316.85171508789,316.57922363281
2016-07-05,316.56521606445,316.68508911133,316.60147094727
2016-07-06,316.33737182617,316.79180908203,315.11450195312
2016-07-07,314.80087280273,315.89828491211,315.17779541016
2016-07-08,314.00927734375,314.01498413086,313.9875793457
2016-07-11,313.49856567383,314.1975402832,312.80178833008
2016-07-12,313.71185302734,313.77554321289,312.88381958008
2016-07-13,313.96539306641,314.04110717773,313.72637939453
2016-07-14,314.30953979492,313.94494628906,313.46731567383
2016-07-15,315.43045043945,315.61120605469,314.29684448242
2016-07-18,314.62280273438,315.20538330078,313.32446289062
2016-07-19,314.93441772461,315.36260986328,314.41079711914
2016-07-20,314.24008178711,315.11590576172,314.08093261719
2016-07-21,313.61129760742,314.70327758789,314.19567871094
2016-07-22,312.28723144531,313.52328491211,313.14859008789
2016-07-25,312.16320800781,313.41073608398,311.84948730469
2016-07-26,312.97131347656,313.73971557617,311.96252441406
2016-07-27,313.07376098633,313.20462036133,313.05792236328
2016-07-28,311.59002685547,315.00939941406,311.88705444336
2016-07-29,313.26849365234,312.11920166016,310.72790527344
2016-08-01,310.75735473633,312.7790222168,310.65878295898
2016-08-02,310.95275878906,311.00936889648,311.01123046875
2016-08-03,310.42828369141,310.72106933594,310.95642089844
2016-08-04,310.95278930664,311.43240356445,310.1428527832
2016-08-05,310.86474609375,310.66534423828,310.44995117188
2016-08-08,311.01010131836,311.47543334961,310.10772705078
2016-08-09,310.50817871094,311.36212158203,310.22247314453
2016-08-10,310.24835205078,310.98510742188,309.93954467773
2016-08-11,309.72811889648,310.67172241211,310.15451049805
2016-08-12,308.97622680664,310.07684326172,310.03366088867
2016-08-15,309.35437011719,309.80807495117,309.03079223633
2016-08-16,309.44165039062,309.59301757812,309.86407470703
2016-08-17,310.56378173828,310.91235351562,310.10525512695
2016-08-18,310.14639282227,310.84130859375,310.12054443359
2016-08-19,310.14166259766,310.76556396484,309.84219360352
2016-08-22,310.32723999023,310.45330810547,310.05212402344
2016-08-23,309.80325317383,310.28829956055,310.17489624023
2016-08-24,309.40954589844,310.06747436523,309.45809936523
2016-08-25,309.27868652344,309.69705200195,309.1875
2016-08-26,306.11560058594,308.79193115234,308.34655761719
2016-08-29,308.52734375,308.93054199219,308.25109863281
2016-08-30,309.57955932617,309.88864135742,308.29879760742
2016-08-31,309.63385009766,310.60537719727,309.35998535156
2016-09-01,309.49609375,310.27383422852,309.46084594727
2016-09-02,308.85961914062,310.48522949219,309.50775146484
2016-09-05,309.66876220703,310.03009033203,309.02682495117
2016-09-06,309.50399780273,309.69577026367,309.13595581055
2016-09-07,308.29867553711,311.9411315918,308.35870361328
2016-09-08,308.57464599609,308.58715820312,308.04168701172
2016-09-09,306.43530273438,309.54833984375,308.0266418457
2016-09-12,309.27487182617,310.48675537109,307.33276367188
2016-09-13,309.95065307617,310.17593383789,309.49215698242
2016-09-14,310.12258911133,310.07290649414,309.97970581055
2016-09-15,309.51846313477,310.11224365234,309.66180419922
2016-09-16,307.19863891602,309.92639160156,309.51147460938
2016-09-19,308.49829101562,308.46813964844,308.03091430664
2016-09-20,308.81304931641,309.07873535156,308.28472900391
2016-09-21,308.18130493164,308.63565063477,307.87142944336
2016-09-22,306.11123657227,309.35330200195,305.30227661133
2016-09-23,305.23419189453,306.16949462891,305.18267822266
2016-09-26,307.03430175781,306.39874267578,306.44107055664
2016-09-27,307.39453125,307.69143676758,306.14797973633
2016-09-28,308.01165771484,308.28948974609,307.54016113281
2016-09-29,308.29592895508,308.74871826172,307.92169189453
2016-09-30,310.16528320312,309.91854858398,307.7624206543
2016-10-03,307.43688964844,309.19177246094,307.5556640625
2016-10-04,307.33020019531,307.48828125,307.13244628906
2016-10-05,304.99945068359,308.14862060547,304.81915283203
2016-10-06,303.82427978516,304.62496948242,304.55361938477
2016-10-07,304.62796020508,302.93075561523,304.01477050781
2016-10-10,304.10073852539,304.01959228516,304.11206054688
2016-10-11,304.85726928711,305.43765258789,303.85729980469
2016-10-12,305.28750610352,305.84417724609,303.6643371582
2016-10-13,305.29632568359,306.80294799805,304.83352661133
2016-10-14,304.47662353516,305.87008666992,305.01052856445
2016-10-17,306.89047241211,306.6462097168,305.58309936523
2016-10-18,306.39138793945,307.04565429688,306.51745605469
2016-10-19,306.73181152344,307.28848266602,306.17364501953
2016-10-20,306.99606323242,307.77459716797,307.13656616211
2016-10-21,308.47109985352,308.55963134766,307.89358520508
2016-10-24,308.85525512695,308.85800170898,307.98428344727
2016-10-25,308.80523681641,308.87631225586,309.1396484375
2016-10-26,309.28509521484,309.67883300781,309.23614501953
2016-10-27,310.92065429688,309.31674194336,308.88104248047
2016-10-28,310.92065429688,309.31674194336,308.88104248047
2016-10-31,308.54821777344,309.66189575195,308.28845214844
2016-11-01,307.95092773438,308.88061523438,307.51773071289
2016-11-02,308.12341308594,308.72109985352,308.05517578125
2016-11-03,306.76141357422,307.92208862305,306.88772583008
2016-11-04,307.72659301758,308.02484130859,305.86529541016
2016-11-07,305.48248291016,306.14517211914,305.55740356445
2016-11-08,305.15759277344,305.12991333008,305.37966918945
2016-11-09,305.5810546875,305.61920166016,306.89266967773
2016-11-10,307.56997680664,308.8586730957,303.51663208008
2016-11-11,307.98046875,309.36080932617,307.85363769531
2016-11-14,310.57723999023,310.7766418457,307.14669799805
2016-11-15,309.52484130859,310.24649047852,309.25024414062
2016-11-16,309.80184936523,310.60491943359,309.556640625
2016-11-17,309.64624023438,310.01809692383,308.61810302734
2016-11-18,308.1647644043,310.20516967773,307.85607910156
2016-11-21,308.87420654297,308.92440795898,308.4895324707
2016-11-22,308.60363769531,308.86465454102,307.92025756836
2016-11-23,310.17611694336,310.10955810547,308.33508300781
2016-11-24,310.59359741211,310.31359863281,309.99365234375
2016-11-25,308.48696899414,310.64840698242,309.18173217773
2016-11-28,311.07925415039,311.01245117188,309.78631591797
2016-11-29,311.56549072266,311.44821166992,311.42034912109
2016-11-30,312.61785888672,312.86166381836,310.71047973633
2016-12-01,314.14251708984,314.1042175293,312.36660766602
2016-12-02,313.28002929688,314.32369995117,313.22567749023
2016-12-05,313.75860595703,313.29187011719,313.64862060547
2016-12-06,312.71578979492,313.34689331055,313.57998657227
2016-12-07,313.06500244141,313.42547607422,312.9348449707
2016-12-08,314.23413085938,314.34631347656,313.30517578125
2016-12-09,313.37420654297,314.85461425781,314.10952758789
2016-12-12,314.39822387695,314.75048828125,314.05282592773
