,Date,Rate,High (est),Low (est),MA12,MA26,PCT_change,Signals
0,1999-09-06,255.741,258.67,252.85,,,,0
1,1999-09-07,255.26,258.28,252.27,,,-0.0018808090998315707,0
2,1999-09-08,255.048,0.0,0.0,,,-0.0008305257384626508,0
3,1999-09-09,255.005,258.12,251.93,,,-0.0001685957153163553,0
4,1999-09-10,254.612,257.45,251.8,,,-0.0015411462520342756,0
5,1999-09-13,253.66,256.49,250.86,,,-0.0037390225126859855,0
6,1999-09-14,253.541,256.68,250.44,,,-0.00046913190885433664,0
7,1999-09-15,253.801,256.93,250.71,,,0.0010254751696963105,0
8,1999-09-16,254.347,0.0,0.0,,,0.0021512917600798875,0
9,1999-09-17,255.04,0.0,0.0,,,0.002724624233822137,0
10,1999-09-20,255.31,0.0,0.0,,,0.001058657465495605,0
11,1999-09-21,254.939,257.99,251.92,254.692,,-0.0014531354040187017,0
12,1999-09-22,255.095,0.0,0.0,254.63816666666665,,0.0006119110846123377,0
13,1999-09-23,255.181,0.0,0.0,254.6315833333333,,0.0003371293047689239,0
14,1999-09-24,255.674,0.0,0.0,254.68375,,0.0019319620191158293,0
15,1999-09-27,255.674,258.69,252.69,254.7395,,0.0,0
16,1999-09-28,255.742,0.0,0.0,254.83366666666666,,0.00026596368813414095,0
17,1999-09-29,255.568,258.54,252.63,254.99266666666665,,-0.0006803731886040332,0
18,1999-09-30,256.731,0.0,0.0,255.2585,,0.0045506479684467305,0
19,1999-10-01,258.375,0.0,0.0,255.63966666666667,,0.006403589749582217,0
20,1999-10-04,258.424,261.55,255.33,255.97941666666668,,0.0001896468311561872,0
21,1999-10-05,257.866,260.84,254.92,256.2149166666667,,-0.002159242175649334,0
22,1999-10-06,257.875,0.0,0.0,256.4286666666667,,3.490184824683773e-05,0
23,1999-10-07,257.875,0.0,0.0,256.67333333333335,,0.0,0
24,1999-10-08,257.172,0.0,0.0,256.8464166666667,,-0.0027261269995151327,0
25,1999-10-11,256.833,0.0,0.0,256.98408333333333,255.7841923076923,-0.0013181839391535055,0
26,1999-10-12,257.384,0.0,0.0,257.1265833333334,255.8473846153846,0.0021453629401204655,0
27,1999-10-13,259.265,0.0,0.0,257.42583333333334,256.00142307692306,0.007308146582537978,0
28,1999-10-14,258.905,0.0,0.0,257.68941666666666,256.14976923076927,-0.0013885406823135327,0
29,1999-10-15,258.806,262.02,255.63,257.95925,256.29596153846154,-0.00038237963731868607,0
30,1999-10-18,258.871,261.78,256.0,258.13758333333334,256.4597692307692,0.0002511533735694016,0
31,1999-10-19,258.057,261.25,254.9,258.11108333333334,256.6288846153846,-0.0031444232841838504,0
32,1999-10-20,257.75,260.74,254.79,258.05491666666666,256.79076923076923,-0.0011896596488373268,0
33,1999-10-21,257.855,260.71,255.03,258.05400000000003,256.94669230769233,0.0004073714839962772,0
34,1999-10-22,257.659,0.0,0.0,258.036,257.0740769230769,-0.000760117120086945,0
35,1999-10-25,257.318,260.34,254.33,257.9895833333333,257.1616923076923,-0.0013234546435405559,0
36,1999-10-26,256.833,259.82,253.89,257.96133333333336,257.22026923076925,-0.0018848273342710886,0
37,1999-10-27,256.161,0.0,0.0,257.9053333333333,257.2672692307692,-0.002616486199203516,0
38,1999-10-28,255.76,258.75,252.81,257.77,257.29284615384614,-0.0015654217464797782,0
39,1999-10-29,256.298,259.14,253.49,257.52275000000003,257.3358076923077,0.0021035345636535308,0
40,1999-11-01,256.089,259.1,253.11,257.28808333333336,257.3517692307692,-0.0008154570070777467,0
41,1999-11-02,255.704,258.89,252.56,257.02958333333333,257.3529230769231,-0.0015033835892990233,0
42,1999-11-03,255.704,0.0,0.0,256.7656666666667,257.35146153846154,0.0,0
43,1999-11-04,255.341,258.29,252.43,256.53933333333333,257.3427307692308,-0.0014196101742639522,0
44,1999-11-05,255.341,0.0,0.0,256.33858333333336,257.2892692307692,0.0,0
45,1999-11-08,255.418,258.38,252.49,256.1355,257.17553846153845,0.00030155752503513433,0
46,1999-11-09,255.045,257.87,252.25,255.9176666666667,257.04557692307696,-0.0014603512673344587,0
47,1999-11-10,255.15,258.03,252.3,255.737,256.9411153846154,0.0004116920543433267,0
48,1999-11-11,255.196,258.02,252.41,255.60058333333333,256.8380769230769,0.0001802861062119021,0
49,1999-11-12,254.88,0.0,0.0,255.49383333333333,256.7228846153846,-0.0012382639226320435,0
50,1999-11-15,254.886,0.0,0.0,255.42100000000002,256.63496153846154,2.3540489642259743e-05,0
51,1999-11-16,255.314,258.22,252.44,255.33899999999997,256.57653846153846,0.0016791820657078294,0
52,1999-11-17,255.454,258.45,252.49,255.28608333333332,256.5023076923077,0.000548344391611888,0
53,1999-11-18,255.068,0.0,0.0,255.23308333333333,256.34088461538465,-0.0015110352548795003,0
54,1999-11-19,254.789,257.84,251.77,255.15683333333334,256.1825769230769,-0.0010938259601361855,0
55,1999-11-22,254.933,257.89,252.01,255.12283333333335,256.03361538461536,0.0005651735357492527,0
56,1999-11-23,254.664,257.66,251.71,255.06641666666664,255.8718076923077,-0.0010551792039477093,0
57,1999-11-24,254.341,257.32,251.4,254.9766666666667,255.72888461538463,-0.0012683378883547869,0
